Chromatogram RI		Calibration Curve RI	
0.30833	-0.028	0.30833	9.000
0.31000	-0.023	0.31000	9.000
0.31167	-0.015	0.31167	9.000
0.31333	-0.012	0.31333	9.000
0.31500	-0.011	0.31500	9.000
0.31667	-0.005	0.31667	9.000
0.31833	0.001	0.31833	9.000
0.32000	0.004	0.32000	9.000
0.32167	0.007	0.32167	9.000
0.32333	-0.001	0.32333	9.000
0.32500	-0.018	0.32500	9.000
0.32667	-0.029	0.32667	9.000
0.32833	-0.029	0.32833	9.000
0.33000	-0.021	0.33000	9.000
0.33167	-0.013	0.33167	9.000
0.33333	-0.007	0.33333	9.000
0.33500	-0.002	0.33500	9.000
0.33667	-0.008	0.33667	9.000
0.33833	-0.012	0.33833	9.000
0.34000	-0.012	0.34000	9.000
0.34167	-0.009	0.34167	9.000
0.34333	-0.009	0.34333	9.000
0.34500	-0.015	0.34500	9.000
0.34667	-0.027	0.34667	9.000
0.34833	-0.033	0.34833	9.000
0.35000	-0.033	0.35000	9.000
0.35167	-0.030	0.35167	9.000
0.35333	-0.025	0.35333	9.000
0.35500	-0.021	0.35500	9.000
0.35667	-0.017	0.35667	9.000
0.35833	-0.016	0.35833	9.000
0.36000	-0.021	0.36000	9.000
0.36167	-0.024	0.36167	9.000
0.36333	-0.026	0.36333	9.000
0.36500	-0.036	0.36500	9.000
0.36667	-0.041	0.36667	9.000
0.36833	-0.036	0.36833	9.000
0.37000	-0.032	0.37000	9.000
0.37167	-0.032	0.37167	9.000
0.37333	-0.033	0.37333	9.000
0.37500	-0.031	0.37500	9.000
0.37667	-0.030	0.37667	9.000
0.37833	-0.030	0.37833	9.000
0.38000	-0.029	0.38000	9.000
0.38167	-0.030	0.38167	9.000
0.38333	-0.032	0.38333	9.000
0.38500	-0.041	0.38500	9.000
0.38667	-0.043	0.38667	9.000
0.38833	-0.038	0.38833	9.000
0.39000	-0.033	0.39000	9.000
0.39167	-0.031	0.39167	9.000
0.39333	-0.033	0.39333	9.000
0.39500	-0.038	0.39500	9.000
0.39667	-0.043	0.39667	9.000
0.39833	-0.044	0.39833	9.000
0.40000	-0.041	0.40000	9.000
0.40167	-0.039	0.40167	9.000
0.40333	-0.035	0.40333	9.000
0.40500	-0.036	0.40500	9.000
0.40667	-0.037	0.40667	9.000
0.40833	-0.041	0.40833	9.000
0.41000	-0.045	0.41000	9.000
0.41167	-0.048	0.41167	9.000
0.41333	-0.045	0.41333	9.000
0.41500	-0.043	0.41500	9.000
0.41667	-0.039	0.41667	9.000
0.41833	-0.042	0.41833	9.000
0.42000	-0.049	0.42000	9.000
0.42167	-0.055	0.42167	9.000
0.42333	-0.056	0.42333	9.000
0.42500	-0.050	0.42500	9.000
0.42667	-0.036	0.42667	9.000
0.42833	-0.031	0.42833	9.000
0.43000	-0.032	0.43000	9.000
0.43167	-0.040	0.43167	9.000
0.43333	-0.050	0.43333	9.000
0.43500	-0.051	0.43500	9.000
0.43667	-0.048	0.43667	9.000
0.43833	-0.045	0.43833	9.000
0.44000	-0.045	0.44000	9.000
0.44167	-0.047	0.44167	9.000
0.44333	-0.042	0.44333	9.000
0.44500	-0.040	0.44500	9.000
0.44667	-0.033	0.44667	9.000
0.44833	-0.026	0.44833	9.000
0.45000	-0.024	0.45000	9.000
0.45167	-0.026	0.45167	9.000
0.45333	-0.033	0.45333	9.000
0.45500	-0.037	0.45500	9.000
0.45667	-0.043	0.45667	9.000
0.45833	-0.045	0.45833	9.000
0.46000	-0.045	0.46000	9.000
0.46167	-0.045	0.46167	9.000
0.46333	-0.043	0.46333	9.000
0.46500	-0.032	0.46500	9.000
0.46667	-0.022	0.46667	9.000
0.46833	-0.014	0.46833	9.000
0.47000	-0.016	0.47000	9.000
0.47167	-0.020	0.47167	9.000
0.47333	-0.024	0.47333	9.000
0.47500	-0.031	0.47500	9.000
0.47667	-0.034	0.47667	9.000
0.47833	-0.042	0.47833	9.000
0.48000	-0.047	0.48000	9.000
0.48167	-0.051	0.48167	9.000
0.48333	-0.046	0.48333	9.000
0.48500	-0.030	0.48500	9.000
0.48667	-0.018	0.48667	9.000
0.48833	-0.015	0.48833	9.000
0.49000	-0.018	0.49000	9.000
0.49167	-0.028	0.49167	9.000
0.49333	-0.035	0.49333	9.000
0.49500	-0.041	0.49500	9.000
0.49667	-0.040	0.49667	9.000
0.49833	-0.040	0.49833	9.000
0.50000	-0.040	0.50000	9.000
0.50167	-0.042	0.50167	9.000
0.50333	-0.034	0.50333	9.000
0.50500	-0.027	0.50500	9.000
0.50667	-0.019	0.50667	9.000
0.50833	-0.009	0.50833	9.000
0.51000	-0.009	0.51000	9.000
0.51167	-0.014	0.51167	9.000
0.51333	-0.024	0.51333	9.000
0.51500	-0.033	0.51500	9.000
0.51667	-0.039	0.51667	9.000
0.51833	-0.044	0.51833	9.000
0.52000	-0.045	0.52000	9.000
0.52167	-0.043	0.52167	9.000
0.52333	-0.033	0.52333	9.000
0.52500	-0.032	0.52500	9.000
0.52667	-0.033	0.52667	9.000
0.52833	-0.027	0.52833	9.000
0.53000	-0.018	0.53000	9.000
0.53167	-0.016	0.53167	9.000
0.53333	-0.020	0.53333	9.000
0.53500	-0.026	0.53500	9.000
0.53667	-0.036	0.53667	9.000
0.53833	-0.048	0.53833	9.000
0.54000	-0.058	0.54000	9.000
0.54167	-0.050	0.54167	9.000
0.54333	-0.038	0.54333	9.000
0.54500	-0.029	0.54500	9.000
0.54667	-0.022	0.54667	9.000
0.54833	-0.018	0.54833	9.000
0.55000	-0.019	0.55000	9.000
0.55167	-0.020	0.55167	9.000
0.55333	-0.026	0.55333	9.000
0.55500	-0.030	0.55500	9.000
0.55667	-0.034	0.55667	9.000
0.55833	-0.039	0.55833	9.000
0.56000	-0.041	0.56000	9.000
0.56167	-0.033	0.56167	9.000
0.56333	-0.029	0.56333	9.000
0.56500	-0.022	0.56500	9.000
0.56667	-0.013	0.56667	9.000
0.56833	-0.002	0.56833	9.000
0.57000	0.001	0.57000	9.000
0.57167	0.000	0.57167	9.000
0.57333	-0.007	0.57333	9.000
0.57500	-0.021	0.57500	9.000
0.57667	-0.030	0.57667	9.000
0.57833	-0.037	0.57833	9.000
0.58000	-0.031	0.58000	9.000
0.58167	-0.021	0.58167	9.000
0.58333	-0.021	0.58333	9.000
0.58500	-0.022	0.58500	9.000
0.58667	-0.023	0.58667	9.000
0.58833	-0.022	0.58833	9.000
0.59000	-0.022	0.59000	9.000
0.59167	-0.017	0.59167	9.000
0.59333	-0.013	0.59333	9.000
0.59500	-0.021	0.59500	9.000
0.59667	-0.034	0.59667	9.000
0.59833	-0.041	0.59833	9.000
0.60000	-0.034	0.60000	9.000
0.60167	-0.024	0.60167	9.000
0.60333	-0.016	0.60333	9.000
0.60500	-0.008	0.60500	9.000
0.60667	-0.002	0.60667	9.000
0.60833	-0.008	0.60833	9.000
0.61000	-0.012	0.61000	9.000
0.61167	-0.010	0.61167	9.000
0.61333	-0.006	0.61333	9.000
0.61500	-0.006	0.61500	9.000
0.61667	-0.014	0.61667	9.000
0.61833	-0.020	0.61833	9.000
0.62000	-0.018	0.62000	9.000
0.62167	-0.020	0.62167	9.000
0.62333	-0.018	0.62333	9.000
0.62500	-0.015	0.62500	9.000
0.62667	-0.012	0.62667	9.000
0.62833	-0.008	0.62833	9.000
0.63000	-0.005	0.63000	9.000
0.63167	-0.006	0.63167	9.000
0.63333	-0.010	0.63333	9.000
0.63500	-0.012	0.63500	9.000
0.63667	-0.016	0.63667	9.000
0.63833	-0.013	0.63833	9.000
0.64000	-0.009	0.64000	9.000
0.64167	-0.008	0.64167	9.000
0.64333	-0.011	0.64333	9.000
0.64500	-0.016	0.64500	9.000
0.64667	-0.018	0.64667	9.000
0.64833	-0.017	0.64833	9.000
0.65000	-0.014	0.65000	9.000
0.65167	-0.009	0.65167	9.000
0.65333	-0.009	0.65333	9.000
0.65500	-0.011	0.65500	9.000
0.65667	-0.013	0.65667	9.000
0.65833	-0.012	0.65833	9.000
0.66000	-0.007	0.66000	9.000
0.66167	-0.003	0.66167	9.000
0.66333	-0.001	0.66333	9.000
0.66500	-0.004	0.66500	9.000
0.66667	-0.011	0.66667	9.000
0.66833	-0.018	0.66833	9.000
0.67000	-0.023	0.67000	9.000
0.67167	-0.023	0.67167	9.000
0.67333	-0.023	0.67333	9.000
0.67500	-0.018	0.67500	9.000
0.67667	-0.004	0.67667	9.000
0.67833	0.000	0.67833	9.000
0.68000	-0.003	0.68000	9.000
0.68167	-0.009	0.68167	9.000
0.68333	-0.011	0.68333	9.000
0.68500	-0.010	0.68500	9.000
0.68667	-0.010	0.68667	9.000
0.68833	-0.016	0.68833	9.000
0.69000	-0.017	0.69000	9.000
0.69167	-0.020	0.69167	9.000
0.69333	-0.025	0.69333	9.000
0.69500	-0.024	0.69500	9.000
0.69667	-0.011	0.69667	9.000
0.69833	0.001	0.69833	9.000
0.70000	0.004	0.70000	9.000
0.70167	-0.006	0.70167	9.000
0.70333	-0.014	0.70333	9.000
0.70500	-0.016	0.70500	9.000
0.70667	-0.016	0.70667	9.000
0.70833	-0.019	0.70833	9.000
0.71000	-0.020	0.71000	9.000
0.71167	-0.021	0.71167	9.000
0.71333	-0.021	0.71333	9.000
0.71500	-0.014	0.71500	9.000
0.71667	-0.005	0.71667	9.000
0.71833	0.004	0.71833	9.000
0.72000	0.007	0.72000	9.000
0.72167	0.004	0.72167	9.000
0.72333	-0.003	0.72333	9.000
0.72500	-0.014	0.72500	9.000
0.72667	-0.027	0.72667	9.000
0.72833	-0.031	0.72833	9.000
0.73000	-0.032	0.73000	9.000
0.73167	-0.032	0.73167	9.000
0.73333	-0.030	0.73333	9.000
0.73500	-0.018	0.73500	9.000
0.73667	-0.008	0.73667	9.000
0.73833	0.000	0.73833	9.000
0.74000	0.002	0.74000	9.000
0.74167	-0.001	0.74167	9.000
0.74333	-0.005	0.74333	9.000
0.74500	-0.009	0.74500	9.000
0.74667	-0.015	0.74667	9.000
0.74833	-0.016	0.74833	9.000
0.75000	-0.025	0.75000	9.000
0.75167	-0.036	0.75167	9.000
0.75333	-0.032	0.75333	9.000
0.75500	-0.015	0.75500	9.000
0.75667	-0.003	0.75667	9.000
0.75833	0.010	0.75833	9.000
0.76000	0.015	0.76000	9.000
0.76167	0.009	0.76167	9.000
0.76333	-0.003	0.76333	9.000
0.76500	-0.012	0.76500	9.000
0.76667	-0.019	0.76667	9.000
0.76833	-0.022	0.76833	9.000
0.77000	-0.026	0.77000	9.000
0.77167	-0.028	0.77167	9.000
0.77333	-0.023	0.77333	9.000
0.77500	-0.016	0.77500	9.000
0.77667	-0.007	0.77667	9.000
0.77833	0.002	0.77833	9.000
0.78000	0.006	0.78000	9.000
0.78167	0.008	0.78167	9.000
0.78333	0.002	0.78333	9.000
0.78500	-0.011	0.78500	9.000
0.78667	-0.023	0.78667	9.000
0.78833	-0.031	0.78833	9.000
0.79000	-0.032	0.79000	9.000
0.79167	-0.030	0.79167	9.000
0.79333	-0.020	0.79333	9.000
0.79500	-0.015	0.79500	9.000
0.79667	-0.012	0.79667	9.000
0.79833	-0.013	0.79833	9.000
0.80000	-0.016	0.80000	9.000
0.80167	-0.011	0.80167	9.000
0.80333	-0.010	0.80333	9.000
0.80500	-0.018	0.80500	9.000
0.80667	-0.028	0.80667	9.000
0.80833	-0.037	0.80833	9.000
0.81000	-0.046	0.81000	9.000
0.81167	-0.042	0.81167	9.000
0.81333	-0.030	0.81333	9.000
0.81500	-0.018	0.81500	9.000
0.81667	-0.007	0.81667	9.000
0.81833	-0.001	0.81833	9.000
0.82000	0.001	0.82000	9.000
0.82167	-0.002	0.82167	9.000
0.82333	-0.002	0.82333	9.000
0.82500	-0.008	0.82500	9.000
0.82667	-0.018	0.82667	9.000
0.82833	-0.029	0.82833	9.000
0.83000	-0.036	0.83000	9.000
0.83167	-0.030	0.83167	9.000
0.83333	-0.023	0.83333	9.000
0.83500	-0.021	0.83500	9.000
0.83667	-0.017	0.83667	9.000
0.83833	-0.008	0.83833	9.000
0.84000	-0.004	0.84000	9.000
0.84167	-0.002	0.84167	9.000
0.84333	-0.001	0.84333	9.000
0.84500	-0.007	0.84500	9.000
0.84667	-0.018	0.84667	9.000
0.84833	-0.027	0.84833	9.000
0.85000	-0.023	0.85000	9.000
0.85167	-0.014	0.85167	9.000
0.85333	-0.009	0.85333	9.000
0.85500	-0.004	0.85500	9.000
0.85667	-0.007	0.85667	9.000
0.85833	-0.009	0.85833	9.000
0.86000	-0.008	0.86000	9.000
0.86167	-0.010	0.86167	9.000
0.86333	-0.005	0.86333	9.000
0.86500	-0.004	0.86500	9.000
0.86667	-0.009	0.86667	9.000
0.86833	-0.020	0.86833	9.000
0.87000	-0.020	0.87000	9.000
0.87167	-0.016	0.87167	9.000
0.87333	-0.012	0.87333	9.000
0.87500	-0.005	0.87500	9.000
0.87667	-0.003	0.87667	9.000
0.87833	-0.002	0.87833	9.000
0.88000	-0.004	0.88000	9.000
0.88167	-0.007	0.88167	9.000
0.88333	-0.008	0.88333	9.000
0.88500	-0.005	0.88500	9.000
0.88667	-0.002	0.88667	9.000
0.88833	-0.002	0.88833	9.000
0.89000	0.000	0.89000	9.000
0.89167	0.000	0.89167	9.000
0.89333	-0.005	0.89333	9.000
0.89500	-0.009	0.89500	9.000
0.89667	-0.006	0.89667	9.000
0.89833	-0.001	0.89833	9.000
0.90000	-0.005	0.90000	9.000
0.90167	-0.007	0.90167	9.000
0.90333	-0.009	0.90333	9.000
0.90500	-0.015	0.90500	9.000
0.90667	-0.014	0.90667	9.000
0.90833	-0.008	0.90833	9.000
0.91000	-0.005	0.91000	9.000
0.91167	-0.005	0.91167	9.000
0.91333	-0.007	0.91333	9.000
0.91500	-0.009	0.91500	9.000
0.91667	-0.013	0.91667	9.000
0.91833	-0.015	0.91833	9.000
0.92000	-0.016	0.92000	9.000
0.92167	-0.017	0.92167	9.000
0.92333	-0.019	0.92333	9.000
0.92500	-0.018	0.92500	9.000
0.92667	-0.011	0.92667	9.000
0.92833	-0.002	0.92833	9.000
0.93000	-0.004	0.93000	9.000
0.93167	-0.004	0.93167	9.000
0.93333	-0.005	0.93333	9.000
0.93500	-0.006	0.93500	9.000
0.93667	-0.007	0.93667	9.000
0.93833	-0.012	0.93833	9.000
0.94000	-0.020	0.94000	9.000
0.94167	-0.029	0.94167	9.000
0.94333	-0.032	0.94333	9.000
0.94500	-0.027	0.94500	9.000
0.94667	-0.013	0.94667	9.000
0.94833	-0.001	0.94833	9.000
0.95000	-0.001	0.95000	9.000
0.95167	-0.009	0.95167	9.000
0.95333	-0.020	0.95333	9.000
0.95500	-0.023	0.95500	9.000
0.95667	-0.022	0.95667	9.000
0.95833	-0.023	0.95833	9.000
0.96000	-0.025	0.96000	9.000
0.96167	-0.028	0.96167	9.000
0.96333	-0.032	0.96333	9.000
0.96500	-0.034	0.96500	9.000
0.96667	-0.023	0.96667	9.000
0.96833	-0.011	0.96833	9.000
0.97000	-0.001	0.97000	9.000
0.97167	-0.003	0.97167	9.000
0.97333	-0.009	0.97333	9.000
0.97500	-0.011	0.97500	9.000
0.97667	-0.020	0.97667	9.000
0.97833	-0.025	0.97833	9.000
0.98000	-0.024	0.98000	9.000
0.98167	-0.023	0.98167	9.000
0.98333	-0.025	0.98333	9.000
0.98500	-0.018	0.98500	9.000
0.98667	-0.012	0.98667	9.000
0.98833	-0.004	0.98833	9.000
0.99000	0.001	0.99000	9.000
0.99167	0.003	0.99167	9.000
0.99333	-0.002	0.99333	9.000
0.99500	-0.009	0.99500	9.000
0.99667	-0.016	0.99667	9.000
0.99833	-0.024	0.99833	9.000
1.00000	-0.030	1.00000	9.000
1.00167	-0.035	1.00167	9.000
1.00333	-0.032	1.00333	9.000
1.00500	-0.019	1.00500	9.000
1.00667	-0.006	1.00667	9.000
1.00833	-0.002	1.00833	9.000
1.01000	-0.001	1.01000	9.000
1.01167	0.002	1.01167	9.000
1.01333	0.000	1.01333	9.000
1.01500	-0.006	1.01500	9.000
1.01667	-0.011	1.01667	9.000
1.01833	-0.014	1.01833	9.000
1.02000	-0.022	1.02000	9.000
1.02167	-0.030	1.02167	9.000
1.02333	-0.025	1.02333	9.000
1.02500	-0.015	1.02500	9.000
1.02667	-0.008	1.02667	9.000
1.02833	-0.001	1.02833	9.000
1.03000	0.003	1.03000	9.000
1.03167	0.009	1.03167	9.000
1.03333	0.006	1.03333	9.000
1.03500	-0.010	1.03500	9.000
1.03667	-0.024	1.03667	9.000
1.03833	-0.032	1.03833	9.000
1.04000	-0.034	1.04000	9.000
1.04167	-0.033	1.04167	9.000
1.04333	-0.023	1.04333	9.000
1.04500	-0.018	1.04500	9.000
1.04667	-0.016	1.04667	9.000
1.04833	-0.016	1.04833	9.000
1.05000	-0.011	1.05000	9.000
1.05167	0.000	1.05167	9.000
1.05333	0.005	1.05333	9.000
1.05500	-0.004	1.05500	9.000
1.05667	-0.018	1.05667	9.000
1.05833	-0.032	1.05833	9.000
1.06000	-0.038	1.06000	9.000
1.06167	-0.035	1.06167	9.000
1.06333	-0.022	1.06333	9.000
1.06500	-0.013	1.06500	9.000
1.06667	-0.011	1.06667	9.000
1.06833	-0.012	1.06833	9.000
1.07000	-0.014	1.07000	9.000
1.07167	-0.015	1.07167	9.000
1.07333	-0.011	1.07333	9.000
1.07500	-0.007	1.07500	9.000
1.07667	-0.013	1.07667	9.000
1.07833	-0.020	1.07833	9.000
1.08000	-0.028	1.08000	9.000
1.08167	-0.026	1.08167	9.000
1.08333	-0.022	1.08333	9.000
1.08500	-0.013	1.08500	9.000
1.08667	-0.008	1.08667	9.000
1.08833	-0.003	1.08833	9.000
1.09000	0.001	1.09000	9.000
1.09167	0.003	1.09167	9.000
1.09333	-0.001	1.09333	9.000
1.09500	-0.007	1.09500	9.000
1.09667	-0.014	1.09667	9.000
1.09833	-0.023	1.09833	9.000
1.10000	-0.025	1.10000	9.000
1.10167	-0.018	1.10167	9.000
1.10333	-0.017	1.10333	9.000
1.10500	-0.019	1.10500	9.000
1.10667	-0.020	1.10667	9.000
1.10833	-0.020	1.10833	9.000
1.11000	-0.013	1.11000	9.000
1.11167	-0.009	1.11167	9.000
1.11333	-0.007	1.11333	9.000
1.11500	-0.004	1.11500	9.000
1.11667	-0.010	1.11667	9.000
1.11833	-0.023	1.11833	9.000
1.12000	-0.022	1.12000	9.000
1.12167	-0.017	1.12167	9.000
1.12333	-0.012	1.12333	9.000
1.12500	-0.011	1.12500	9.000
1.12667	-0.014	1.12667	9.000
1.12833	-0.016	1.12833	9.000
1.13000	-0.019	1.13000	9.000
1.13167	-0.021	1.13167	9.000
1.13333	-0.019	1.13333	9.000
1.13500	-0.018	1.13500	9.000
1.13667	-0.014	1.13667	9.000
1.13833	-0.007	1.13833	9.000
1.14000	-0.007	1.14000	9.000
1.14167	-0.010	1.14167	9.000
1.14333	-0.015	1.14333	9.000
1.14500	-0.017	1.14500	9.000
1.14667	-0.019	1.14667	9.000
1.14833	-0.020	1.14833	9.000
1.15000	-0.020	1.15000	9.000
1.15167	-0.026	1.15167	9.000
1.15333	-0.030	1.15333	9.000
1.15500	-0.032	1.15500	9.000
1.15667	-0.029	1.15667	9.000
1.15833	-0.014	1.15833	9.000
1.16000	-0.006	1.16000	9.000
1.16167	-0.006	1.16167	9.000
1.16333	-0.013	1.16333	9.000
1.16500	-0.021	1.16500	9.000
1.16667	-0.026	1.16667	9.000
1.16833	-0.026	1.16833	9.000
1.17000	-0.027	1.17000	9.000
1.17167	-0.025	1.17167	9.000
1.17333	-0.025	1.17333	9.000
1.17500	-0.029	1.17500	9.000
1.17667	-0.029	1.17667	9.000
1.17833	-0.015	1.17833	9.000
1.18000	-0.008	1.18000	9.000
1.18167	-0.004	1.18167	9.000
1.18333	-0.004	1.18333	9.000
1.18500	-0.007	1.18500	9.000
1.18667	-0.015	1.18667	9.000
1.18833	-0.023	1.18833	9.000
1.19000	-0.026	1.19000	9.000
1.19167	-0.029	1.19167	9.000
1.19333	-0.033	1.19333	9.000
1.19500	-0.034	1.19500	9.000
1.19667	-0.021	1.19667	9.000
1.19833	-0.009	1.19833	9.000
1.20000	-0.004	1.20000	9.000
1.20167	-0.010	1.20167	9.000
1.20333	-0.009	1.20333	9.000
1.20500	-0.016	1.20500	9.000
1.20667	-0.019	1.20667	9.000
1.20833	-0.020	1.20833	9.000
1.21000	-0.020	1.21000	9.000
1.21167	-0.030	1.21167	9.000
1.21333	-0.034	1.21333	9.000
1.21500	-0.031	1.21500	9.000
1.21667	-0.016	1.21667	9.000
1.21833	-0.004	1.21833	9.000
1.22000	0.003	1.22000	9.000
1.22167	0.001	1.22167	9.000
1.22333	-0.010	1.22333	9.000
1.22500	-0.018	1.22500	9.000
