Chromatogram RI	
X:	Y:
0.52333	0.019
0.52500	0.028
0.52667	0.039
0.52833	0.043
0.53000	0.041
0.53167	0.035
0.53333	0.024
0.53500	0.014
0.53667	0.009
0.53833	0.008
0.54000	0.013
0.54167	0.019
0.54333	0.030
0.54500	0.036
0.54667	0.036
0.54833	0.035
0.55000	0.032
0.55167	0.028
0.55333	0.024
0.55500	0.019
0.55667	0.011
0.55833	0.002
0.56000	0.004
0.56167	0.017
0.56333	0.028
0.56500	0.036
0.56667	0.041
0.56833	0.038
0.57000	0.026
0.57167	0.015
0.57333	0.009
0.57500	0.008
0.57667	0.006
0.57833	0.006
0.58000	0.013
0.58167	0.018
0.58333	0.021
0.58500	0.025
0.58667	0.032
0.58833	0.040
0.59000	0.034
0.59167	0.024
0.59333	0.013
0.59500	0.001
0.59667	-0.004
0.59833	0.003
0.60000	0.013
0.60167	0.025
0.60333	0.031
0.60500	0.035
0.60667	0.036
0.60833	0.037
0.61000	0.036
0.61167	0.030
0.61333	0.021
0.61500	0.014
0.61667	0.012
0.61833	0.016
0.62000	0.020
0.62167	0.027
0.62333	0.031
0.62500	0.036
0.62667	0.039
0.62833	0.036
0.63000	0.028
0.63167	0.019
0.63333	0.014
0.63500	0.013
0.63667	0.022
0.63833	0.029
0.64000	0.030
0.64167	0.027
0.64333	0.029
0.64500	0.032
0.64667	0.034
0.64833	0.037
0.65000	0.029
0.65167	0.018
0.65333	0.010
0.65500	0.013
0.65667	0.018
0.65833	0.027
0.66000	0.029
0.66167	0.028
0.66333	0.028
0.66500	0.026
0.66667	0.027
0.66833	0.033
0.67000	0.034
0.67167	0.024
0.67333	0.024
0.67500	0.026
0.67667	0.025
0.67833	0.026
0.68000	0.029
0.68167	0.033
0.68333	0.036
0.68500	0.034
0.68667	0.034
0.68833	0.032
0.69000	0.025
0.69167	0.019
0.69333	0.021
0.69500	0.028
0.69667	0.028
0.69833	0.025
0.70000	0.021
0.70167	0.014
0.70333	0.016
0.70500	0.017
0.70667	0.018
0.70833	0.020
0.71000	0.019
0.71167	0.021
0.71333	0.023
0.71500	0.025
0.71667	0.027
0.71833	0.028
0.72000	0.033
0.72167	0.030
0.72333	0.025
0.72500	0.023
0.72667	0.025
0.72833	0.027
0.73000	0.029
0.73167	0.032
0.73333	0.032
0.73500	0.023
0.73667	0.017
0.73833	0.015
0.74000	0.016
0.74167	0.019
0.74333	0.018
0.74500	0.020
0.74667	0.018
0.74833	0.013
0.75000	0.024
0.75167	0.034
0.75333	0.036
0.75500	0.036
0.75667	0.035
0.75833	0.031
0.76000	0.026
0.76167	0.023
0.76333	0.022
0.76500	0.021
0.76667	0.019
0.76833	0.023
0.77000	0.034
0.77167	0.038
0.77333	0.036
0.77500	0.037
0.77667	0.034
0.77833	0.027
0.78000	0.021
0.78167	0.013
0.78333	0.009
0.78500	0.008
0.78667	0.013
0.78833	0.027
0.79000	0.042
0.79167	0.045
0.79333	0.038
0.79500	0.030
0.79667	0.026
0.79833	0.022
0.80000	0.019
0.80167	0.017
0.80333	0.015
0.80500	0.014
0.80667	0.022
0.80833	0.028
0.81000	0.036
0.81167	0.043
0.81333	0.043
0.81500	0.039
0.81667	0.034
0.81833	0.024
0.82000	0.018
0.82167	0.015
0.82333	0.014
0.82500	0.020
0.82667	0.029
0.82833	0.037
0.83000	0.042
0.83167	0.042
0.83333	0.035
0.83500	0.027
0.83667	0.024
0.83833	0.019
0.84000	0.015
0.84167	0.010
0.84333	0.006
0.84500	0.016
0.84667	0.028
0.84833	0.038
0.85000	0.045
0.85167	0.048
0.85333	0.037
0.85500	0.024
0.85667	0.018
0.85833	0.016
0.86000	0.012
0.86167	0.009
0.86333	0.013
0.86500	0.018
0.86667	0.021
0.86833	0.029
0.87000	0.036
0.87167	0.041
0.87333	0.035
0.87500	0.027
0.87667	0.017
0.87833	0.009
0.88000	0.000
0.88167	0.001
0.88333	0.013
0.88500	0.022
0.88667	0.025
0.88833	0.029
0.89000	0.030
0.89167	0.033
0.89333	0.028
0.89500	0.021
0.89667	0.014
0.89833	0.007
0.90000	0.003
0.90167	0.007
0.90333	0.014
0.90500	0.021
0.90667	0.027
0.90833	0.034
0.91000	0.040
0.91167	0.037
0.91333	0.029
0.91500	0.018
0.91667	0.010
0.91833	0.004
0.92000	0.004
0.92167	0.013
0.92333	0.018
0.92500	0.018
0.92667	0.019
0.92833	0.024
0.93000	0.030
0.93167	0.035
0.93333	0.029
0.93500	0.015
0.93667	0.004
0.93833	0.002
0.94000	0.007
0.94167	0.017
0.94333	0.023
0.94500	0.026
0.94667	0.031
0.94833	0.026
0.95000	0.024
0.95167	0.023
0.95333	0.022
0.95500	0.014
0.95667	0.005
0.95833	0.003
0.96000	0.009
0.96167	0.017
0.96333	0.023
0.96500	0.025
0.96667	0.027
0.96833	0.023
0.97000	0.019
0.97167	0.018
0.97333	0.018
0.97500	0.010
0.97667	0.010
0.97833	0.018
0.98000	0.025
0.98167	0.028
0.98333	0.025
0.98500	0.022
0.98667	0.023
0.98833	0.026
0.99000	0.028
0.99167	0.027
0.99333	0.024
0.99500	0.013
0.99667	0.013
0.99833	0.019
1.00000	0.024
1.00167	0.026
1.00333	0.025
1.00500	0.021
1.00667	0.014
1.00833	0.008
1.01000	0.009
1.01167	0.013
1.01333	0.020
1.01500	0.024
1.01667	0.026
1.01833	0.022
1.02000	0.017
1.02167	0.019
1.02333	0.017
1.02500	0.017
1.02667	0.015
1.02833	0.015
1.03000	0.013
1.03167	0.013
1.03333	0.019
1.03500	0.028
1.03667	0.031
1.03833	0.031
1.04000	0.027
1.04167	0.019
1.04333	0.013
1.04500	0.012
1.04667	0.013
1.04833	0.017
1.05000	0.017
1.05167	0.018
1.05333	0.024
1.05500	0.028
1.05667	0.025
1.05833	0.023
1.06000	0.022
1.06167	0.021
1.06333	0.019
1.06500	0.015
1.06667	0.011
1.06833	0.010
1.07000	0.010
1.07167	0.016
1.07333	0.030
1.07500	0.038
1.07667	0.033
1.07833	0.027
1.08000	0.024
1.08167	0.021
1.08333	0.018
1.08500	0.013
1.08667	0.010
1.08833	0.007
1.09000	0.003
1.09167	0.011
1.09333	0.025
1.09500	0.034
1.09667	0.033
1.09833	0.026
1.10000	0.021
1.10167	0.014
1.10333	0.012
1.10500	0.008
1.10667	0.008
1.10833	0.012
1.11000	0.017
1.11167	0.026
1.11333	0.029
1.11500	0.031
1.11667	0.030
1.11833	0.026
1.12000	0.025
1.12167	0.022
1.12333	0.020
1.12500	0.014
1.12667	0.010
1.12833	0.016
1.13000	0.028
1.13167	0.038
1.13333	0.045
1.13500	0.047
1.13667	0.038
1.13833	0.029
1.14000	0.024
1.14167	0.020
1.14333	0.018
1.14500	0.018
1.14667	0.019
1.14833	0.024
1.15000	0.030
1.15167	0.038
1.15333	0.047
1.15500	0.051
1.15667	0.047
1.15833	0.040
1.16000	0.031
1.16167	0.021
1.16333	0.018
1.16500	0.016
1.16667	0.021
1.16833	0.032
1.17000	0.036
1.17167	0.035
1.17333	0.037
1.17500	0.043
1.17667	0.045
1.17833	0.039
1.18000	0.032
1.18167	0.019
1.18333	0.004
1.18500	0.000
1.18667	0.015
1.18833	0.031
1.19000	0.040
1.19167	0.046
1.19333	0.045
1.19500	0.046
1.19667	0.040
1.19833	0.033
1.20000	0.029
1.20167	0.023
1.20333	0.020
1.20500	0.029
1.20667	0.032
1.20833	0.031
1.21000	0.036
1.21167	0.044
1.21333	0.050
1.21500	0.059
1.21667	0.055
1.21833	0.042
1.22000	0.027
1.22167	0.018
1.22333	0.016
1.22500	0.026
1.22667	0.031
1.22833	0.035
1.23000	0.037
1.23167	0.034
1.23333	0.038
1.23500	0.041
1.23667	0.042
1.23833	0.039
1.24000	0.033
1.24167	0.026
1.24333	0.027
1.24500	0.031
1.24667	0.035
1.24833	0.042
1.25000	0.044
1.25167	0.048
1.25333	0.051
1.25500	0.049
1.25667	0.049
1.25833	0.041
1.26000	0.036
1.26167	0.039
1.26333	0.044
1.26500	0.045
1.26667	0.046
1.26833	0.049
1.27000	0.053
1.27167	0.054
1.27333	0.053
1.27500	0.054
1.27667	0.055
1.27833	0.045
1.28000	0.040
1.28167	0.042
1.28333	0.044
1.28500	0.047
1.28667	0.048
1.28833	0.046
1.29000	0.043
1.29167	0.037
1.29333	0.037
1.29500	0.040
1.29667	0.048
1.29833	0.046
1.30000	0.047
1.30167	0.041
1.30333	0.040
1.30500	0.039
1.30667	0.042
1.30833	0.046
1.31000	0.045
1.31167	0.044
1.31333	0.040
1.31500	0.037
1.31667	0.038
1.31833	0.042
1.32000	0.044
1.32167	0.043
1.32333	0.041
1.32500	0.036
1.32667	0.031
1.32833	0.028
1.33000	0.026
1.33167	0.028
1.33333	0.028
1.33500	0.027
1.33667	0.025
1.33833	0.029
1.34000	0.034
1.34167	0.040
1.34333	0.042
1.34500	0.042
1.34667	0.035
1.34833	0.028
1.35000	0.022
1.35167	0.021
1.35333	0.023
1.35500	0.029
1.35667	0.041
1.35833	0.050
1.36000	0.043
1.36167	0.034
1.36333	0.029
1.36500	0.027
1.36667	0.029
1.36833	0.025
1.37000	0.021
1.37167	0.017
1.37333	0.013
1.37500	0.021
1.37667	0.039
1.37833	0.051
1.38000	0.049
1.38167	0.042
1.38333	0.034
1.38500	0.022
1.38667	0.015
1.38833	0.011
1.39000	0.013
1.39167	0.013
1.39333	0.017
1.39500	0.029
1.39667	0.036
1.39833	0.044
1.40000	0.048
1.40167	0.046
1.40333	0.042
1.40500	0.036
1.40667	0.032
1.40833	0.023
1.41000	0.018
1.41167	0.019
1.41333	0.033
1.41500	0.045
1.41667	0.052
1.41833	0.054
1.42000	0.048
1.42167	0.044
1.42333	0.039
1.42500	0.036
1.42667	0.035
1.42833	0.029
1.43000	0.025
1.43167	0.025
1.43333	0.029
1.43500	0.038
1.43667	0.049
1.43833	0.056
1.44000	0.051
1.44167	0.041
1.44333	0.030
1.44500	0.021
1.44667	0.016
1.44833	0.017
1.45000	0.022
1.45167	0.029
1.45333	0.034
1.45500	0.037
1.45667	0.041
1.45833	0.048
1.46000	0.049
1.46167	0.046
1.46333	0.040
1.46500	0.032
1.46667	0.024
1.46833	0.023
1.47000	0.027
1.47167	0.037
1.47333	0.049
1.47500	0.057
1.47667	0.059
1.47833	0.059
1.48000	0.056
1.48167	0.050
1.48333	0.043
1.48500	0.038
1.48667	0.030
1.48833	0.026
1.49000	0.032
1.49167	0.038
1.49333	0.043
1.49500	0.049
1.49667	0.055
1.49833	0.057
1.50000	0.052
1.50167	0.043
1.50333	0.030
1.50500	0.025
1.50667	0.022
1.50833	0.030
1.51000	0.038
1.51167	0.038
1.51333	0.038
1.51500	0.037
1.51667	0.038
1.51833	0.043
1.52000	0.047
1.52167	0.044
1.52333	0.037
1.52500	0.024
1.52667	0.024
1.52833	0.034
1.53000	0.043
1.53167	0.047
1.53333	0.049
1.53500	0.050
1.53667	0.051
1.53833	0.049
1.54000	0.051
1.54167	0.045
1.54333	0.037
1.54500	0.032
1.54667	0.038
1.54833	0.043
1.55000	0.047
1.55167	0.049
1.55333	0.053
1.55500	0.059
1.55667	0.065
1.55833	0.067
1.56000	0.063
1.56167	0.051
1.56333	0.038
1.56500	0.036
1.56667	0.041
1.56833	0.043
1.57000	0.042
1.57167	0.039
1.57333	0.034
1.57500	0.034
1.57667	0.036
1.57833	0.040
1.58000	0.043
1.58167	0.034
1.58333	0.026
1.58500	0.025
1.58667	0.025
1.58833	0.032
1.59000	0.033
1.59167	0.035
1.59333	0.036
1.59500	0.036
1.59667	0.030
1.59833	0.026
1.60000	0.031
1.60167	0.037
1.60333	0.042
1.60500	0.044
1.60667	0.040
1.60833	0.035
1.61000	0.035
1.61167	0.038
1.61333	0.043
1.61500	0.043
1.61667	0.038
1.61833	0.035
1.62000	0.033
1.62167	0.034
1.62333	0.042
1.62500	0.048
1.62667	0.048
1.62833	0.046
1.63000	0.042
1.63167	0.036
1.63333	0.031
1.63500	0.030
1.63667	0.033
1.63833	0.034
1.64000	0.038
1.64167	0.048
1.64333	0.046
1.64500	0.041
1.64667	0.040
1.64833	0.040
1.65000	0.039
1.65167	0.041
1.65333	0.036
1.65500	0.034
1.65667	0.030
1.65833	0.029
1.66000	0.042
1.66167	0.055
1.66333	0.055
1.66500	0.053
1.66667	0.044
1.66833	0.035
1.67000	0.033
1.67167	0.031
1.67333	0.033
1.67500	0.034
1.67667	0.033
1.67833	0.035
1.68000	0.044
1.68167	0.049
1.68333	0.048
1.68500	0.044
1.68667	0.039
1.68833	0.038
1.69000	0.036
1.69167	0.031
1.69333	0.032
1.69500	0.032
1.69667	0.035
1.69833	0.045
1.70000	0.055
1.70167	0.060
1.70333	0.050
1.70500	0.042
1.70667	0.035
1.70833	0.030
1.71000	0.027
1.71167	0.027
1.71333	0.021
1.71500	0.015
1.71667	0.022
1.71833	0.034
1.72000	0.044
1.72167	0.054
1.72333	0.057
1.72500	0.047
1.72667	0.038
1.72833	0.033
1.73000	0.027
1.73167	0.027
1.73333	0.025
1.73500	0.032
1.73667	0.044
1.73833	0.048
1.74000	0.052
1.74167	0.057
1.74333	0.059
1.74500	0.056
1.74667	0.048
1.74833	0.039
1.75000	0.031
1.75167	0.031
1.75333	0.033
1.75500	0.045
1.75667	0.056
1.75833	0.063
1.76000	0.066
1.76167	0.065
1.76333	0.060
1.76500	0.053
1.76667	0.048
1.76833	0.040
1.77000	0.035
1.77167	0.031
1.77333	0.035
1.77500	0.042
1.77667	0.050
1.77833	0.059
1.78000	0.064
1.78167	0.066
1.78333	0.061
1.78500	0.048
1.78667	0.038
1.78833	0.027
1.79000	0.021
1.79167	0.021
1.79333	0.031
1.79500	0.036
1.79667	0.040
1.79833	0.043
1.80000	0.043
1.80167	0.047
1.80333	0.049
1.80500	0.045
1.80667	0.037
1.80833	0.026
1.81000	0.022
1.81167	0.030
1.81333	0.038
1.81500	0.044
1.81667	0.055
1.81833	0.059
1.82000	0.059
1.82167	0.055
1.82333	0.051
1.82500	0.045
1.82667	0.039
1.82833	0.037
1.83000	0.038
1.83167	0.042
1.83333	0.044
1.83500	0.044
1.83667	0.046
1.83833	0.049
1.84000	0.052
1.84167	0.055
1.84333	0.054
1.84500	0.040
1.84667	0.031
1.84833	0.032
1.85000	0.038
1.85167	0.046
1.85333	0.049
1.85500	0.049
1.85667	0.048
1.85833	0.050
1.86000	0.055
1.86167	0.058
1.86333	0.062
1.86500	0.056
1.86667	0.045
1.86833	0.044
1.87000	0.045
1.87167	0.052
1.87333	0.058
1.87500	0.060
1.87667	0.059
1.87833	0.055
1.88000	0.053
1.88167	0.052
1.88333	0.053
1.88500	0.054
1.88667	0.054
1.88833	0.055
1.89000	0.056
1.89167	0.056
1.89333	0.054
1.89500	0.055
1.89667	0.055
1.89833	0.055
1.90000	0.056
1.90167	0.057
1.90333	0.050
1.90500	0.045
1.90667	0.051
1.90833	0.058
1.91000	0.061
1.91167	0.058
1.91333	0.055
1.91500	0.051
1.91667	0.049
1.91833	0.046
1.92000	0.048
1.92167	0.051
1.92333	0.052
1.92500	0.058
1.92667	0.060
1.92833	0.056
1.93000	0.054
1.93167	0.052
1.93333	0.054
1.93500	0.056
1.93667	0.052
1.93833	0.048
1.94000	0.048
1.94167	0.050
1.94333	0.060
1.94500	0.071
1.94667	0.071
1.94833	0.064
1.95000	0.056
1.95167	0.047
1.95333	0.043
1.95500	0.042
1.95667	0.043
1.95833	0.044
1.96000	0.044
1.96167	0.046
1.96333	0.054
1.96500	0.064
1.96667	0.067
1.96833	0.066
1.97000	0.061
1.97167	0.057
1.97333	0.049
1.97500	0.040
1.97667	0.035
1.97833	0.038
1.98000	0.039
1.98167	0.052
1.98333	0.063
1.98500	0.067
1.98667	0.067
1.98833	0.066
1.99000	0.063
1.99167	0.059
1.99333	0.053
1.99500	0.050
1.99667	0.043
1.99833	0.039
2.00000	0.046
2.00167	0.058
2.00333	0.066
2.00500	0.072
2.00667	0.072
2.00833	0.064
2.01000	0.055
2.01167	0.044
2.01333	0.038
2.01500	0.036
2.01667	0.038
2.01833	0.044
2.02000	0.052
2.02167	0.061
2.02333	0.067
2.02500	0.075
2.02667	0.080
2.02833	0.075
2.03000	0.067
2.03167	0.056
2.03333	0.046
2.03500	0.045
2.03667	0.044
2.03833	0.050
2.04000	0.060
2.04167	0.067
2.04333	0.067
2.04500	0.068
2.04667	0.068
2.04833	0.063
2.05000	0.055
2.05167	0.049
2.05333	0.045
2.05500	0.039
2.05667	0.034
2.05833	0.040
2.06000	0.050
2.06167	0.059
2.06333	0.064
2.06500	0.067
2.06667	0.064
2.06833	0.053
2.07000	0.042
2.07167	0.035
2.07333	0.033
2.07500	0.035
2.07667	0.044
2.07833	0.051
2.08000	0.054
2.08167	0.056
2.08333	0.057
2.08500	0.059
2.08667	0.061
2.08833	0.059
2.09000	0.050
2.09167	0.041
2.09333	0.032
2.09500	0.029
2.09667	0.041
2.09833	0.055
2.10000	0.064
2.10167	0.065
2.10333	0.063
2.10500	0.062
2.10667	0.063
2.10833	0.065
2.11000	0.057
2.11167	0.046
2.11333	0.040
2.11500	0.042
2.11667	0.048
2.11833	0.055
2.12000	0.060
2.12167	0.064
2.12333	0.065
2.12500	0.066
2.12667	0.070
2.12833	0.066
2.13000	0.055
2.13167	0.049
2.13333	0.051
2.13500	0.059
2.13667	0.065
2.13833	0.064
2.14000	0.065
2.14167	0.071
2.14333	0.074
2.14500	0.079
2.14667	0.082
2.14833	0.077
2.15000	0.064
2.15167	0.057
2.15333	0.056
2.15500	0.058
2.15667	0.064
2.15833	0.068
2.16000	0.065
2.16167	0.062
2.16333	0.056
2.16500	0.051
2.16667	0.050
2.16833	0.050
2.17000	0.045
2.17167	0.050
2.17333	0.052
2.17500	0.053
2.17667	0.055
2.17833	0.059
2.18000	0.063
2.18167	0.067
2.18333	0.068
2.18500	0.064
2.18667	0.056
2.18833	0.051
2.19000	0.052
2.19167	0.058
2.19333	0.060
2.19500	0.059
2.19667	0.059
2.19833	0.057
2.20000	0.055
2.20167	0.054
2.20333	0.057
2.20500	0.059
2.20667	0.059
2.20833	0.064
2.21000	0.070
2.21167	0.070
2.21333	0.074
2.21500	0.072
2.21667	0.071
2.21833	0.068
2.22000	0.065
2.22167	0.062
2.22333	0.058
2.22500	0.061
2.22667	0.066
2.22833	0.079
2.23000	0.085
2.23167	0.082
2.23333	0.075
2.23500	0.066
2.23667	0.062
2.23833	0.064
2.24000	0.066
2.24167	0.066
2.24333	0.064
2.24500	0.061
2.24667	0.064
2.24833	0.072
2.25000	0.080
2.25167	0.077
2.25333	0.071
2.25500	0.065
2.25667	0.060
2.25833	0.053
2.26000	0.048
2.26167	0.044
2.26333	0.044
2.26500	0.050
2.26667	0.059
2.26833	0.069
2.27000	0.073
2.27167	0.069
2.27333	0.067
2.27500	0.060
2.27667	0.055
2.27833	0.055
2.28000	0.053
2.28167	0.045
2.28333	0.044
2.28500	0.055
2.28667	0.068
2.28833	0.079
2.29000	0.084
2.29167	0.074
2.29333	0.064
2.29500	0.059
2.29667	0.057
2.29833	0.058
2.30000	0.053
2.30167	0.049
2.30333	0.051
2.30500	0.059
2.30667	0.072
2.30833	0.083
2.31000	0.088
2.31167	0.087
2.31333	0.079
2.31500	0.069
2.31667	0.059
2.31833	0.052
2.32000	0.050
2.32167	0.050
2.32333	0.060
2.32500	0.065
2.32667	0.075
2.32833	0.078
2.33000	0.079
2.33167	0.077
2.33333	0.072
2.33500	0.067
2.33667	0.066
2.33833	0.057
2.34000	0.050
2.34167	0.054
2.34333	0.064
2.34500	0.076
2.34667	0.086
2.34833	0.091
2.35000	0.090
2.35167	0.078
2.35333	0.063
2.35500	0.055
2.35667	0.050
2.35833	0.046
2.36000	0.048
2.36167	0.056
2.36333	0.062
2.36500	0.067
2.36667	0.070
2.36833	0.075
2.37000	0.082
2.37167	0.080
2.37333	0.069
2.37500	0.058
2.37667	0.048
2.37833	0.046
2.38000	0.054
2.38167	0.064
2.38333	0.073
2.38500	0.077
2.38667	0.077
2.38833	0.077
2.39000	0.081
2.39167	0.082
2.39333	0.074
2.39500	0.064
2.39667	0.053
2.39833	0.051
2.40000	0.057
2.40167	0.067
2.40333	0.073
2.40500	0.076
2.40667	0.082
2.40833	0.080
2.41000	0.077
2.41167	0.072
2.41333	0.064
2.41500	0.057
2.41667	0.056
2.41833	0.061
2.42000	0.065
2.42167	0.064
2.42333	0.064
2.42500	0.069
2.42667	0.071
2.42833	0.075
2.43000	0.077
2.43167	0.074
2.43333	0.066
2.43500	0.053
2.43667	0.055
2.43833	0.065
2.44000	0.071
2.44167	0.070
2.44333	0.069
2.44500	0.069
2.44667	0.066
2.44833	0.062
2.45000	0.063
2.45167	0.066
2.45333	0.064
2.45500	0.061
2.45667	0.064
2.45833	0.065
2.46000	0.068
2.46167	0.074
2.46333	0.078
2.46500	0.078
2.46667	0.075
2.46833	0.072
2.47000	0.068
2.47167	0.064
2.47333	0.063
2.47500	0.068
2.47667	0.073
2.47833	0.076
2.48000	0.077
2.48167	0.076
2.48333	0.073
2.48500	0.074
2.48667	0.078
2.48833	0.079
2.49000	0.080
2.49167	0.080
2.49333	0.079
2.49500	0.081
2.49667	0.080
2.49833	0.077
2.50000	0.077
2.50167	0.076
2.50333	0.072
2.50500	0.069
2.50667	0.063
2.50833	0.064
2.51000	0.068
2.51167	0.080
2.51333	0.087
2.51500	0.089
2.51667	0.084
2.51833	0.079
2.52000	0.075
2.52167	0.075
2.52333	0.077
2.52500	0.076
2.52667	0.074
2.52833	0.072
2.53000	0.075
2.53167	0.089
2.53333	0.100
2.53500	0.100
2.53667	0.097
2.53833	0.087
2.54000	0.073
2.54167	0.066
2.54333	0.064
2.54500	0.066
2.54667	0.067
2.54833	0.067
2.55000	0.072
2.55167	0.080
2.55333	0.082
2.55500	0.078
